khmer_input,robotic_command
"['តោះយើងទៅក្រោយ ប្រាំមួយ ក្បៀសប្រាំមួយ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                             ","[{'action': 'move', 'params': {'distance': 6.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 13.2, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយទៀត ប្រាំពីរ ក្បៀសប្រាំមួយ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយទៀត', 'តោះទៅកន្លែងដើមវិញ']                              ","[{'action': 'move', 'params': {'distance': 7.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 15.2, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយបន្តទៀត បី ក្បៀសប្រាំមួយ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                              ","[{'action': 'move', 'params': {'distance': 3.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.2, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត ប្រាំពីរ ក្បៀសប្រាំបួន ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'មកវិញ']                                       ","[{'action': 'move', 'params': {'distance': 7.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 15.8, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយ ប្រាំពីរ ក្បៀសប្រាំ ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'មកកន្លែងដើមវិញ']                                        ","[{'action': 'move', 'params': {'distance': 7.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 15.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយ ប្រាំបី ក្បៀសសូន្យ ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                              ","[{'action': 'move', 'params': {'distance': 8.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 16.0, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយបន្តទៀត ប្រាំមួយ ក្បៀសពីរ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយបន្តទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                       ","[{'action': 'move', 'params': {'distance': 6.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 12.4, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយបន្តទៀត មួយ ក្បៀសប្រាំបី ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយទៀត', 'មកវិញ']                                         ","[{'action': 'move', 'params': {'distance': 1.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 1.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.6, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត ប្រាំមួយ ក្បៀសប្រាំមួយ ម៉ែត្រ', 'តោះយើងទៅក្រោយទៀត', 'តោះទៅកន្លែងដើមវិញ']                            ","[{'action': 'move', 'params': {'distance': 6.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 13.2, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយបន្តទៀត ប្រាំបួន ក្បៀសប្រាំបី ម៉ែត្រ', 'តោះយើងទៅក្រោយទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                       ","[{'action': 'move', 'params': {'distance': 9.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 19.6, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយ ពីរ ក្បៀសសូន្យ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយ', 'មកកន្លែងដើមវិញ']                                           ","[{'action': 'move', 'params': {'distance': 2.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយទៀត ប្រាំបី ក្បៀសមួយ ម៉ែត្រ', 'តោះយើងទៅក្រោយទៀត', 'មកវិញ']                                           ","[{'action': 'move', 'params': {'distance': 8.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 16.2, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយ ប្រាំមួយ ក្បៀសមួយ ម៉ែត្រ', 'តោះយើងទៅក្រោយទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                                  ","[{'action': 'move', 'params': {'distance': 6.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 12.2, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយទៀត មួយសូន្យ ក្បៀសសូន្យ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយទៀត', 'តោះទៅកន្លែងដើមវិញ']                               ","[{'action': 'move', 'params': {'distance': 10.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 10.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 20.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយបន្តទៀត ប្រាំពីរ ក្បៀសប្រាំពីរ ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'ត្រលប់មកកន្លែងដើមវិញ']                           ","[{'action': 'move', 'params': {'distance': 7.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 15.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយបន្តទៀត មួយ ក្បៀសប្រាំមួយ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'ត្រលប់មកកន្លែងដើមវិញ']                              ","[{'action': 'move', 'params': {'distance': 1.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 1.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.2, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយបន្តទៀត ប្រាំពីរ ក្បៀសបី ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                              ","[{'action': 'move', 'params': {'distance': 7.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 14.6, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយ ប្រាំបី ក្បៀសសូន្យ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយបន្តទៀត', 'មកកន្លែងដើមវិញ']                                  ","[{'action': 'move', 'params': {'distance': 8.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 16.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយ មួយ ក្បៀសមួយ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយបន្តទៀត', 'មកវិញ']                                             ","[{'action': 'move', 'params': {'distance': 1.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 1.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.2, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយ បួន ក្បៀសសូន្យ ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'មកវិញ']                                            ","[{'action': 'move', 'params': {'distance': 4.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយបន្តទៀត ប្រាំមួយ ក្បៀសសូន្យ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'មកវិញ']                                         ","[{'action': 'move', 'params': {'distance': 6.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 12.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយ ប្រាំបី ក្បៀសប្រាំពីរ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                               ","[{'action': 'move', 'params': {'distance': 8.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 17.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយ 4.85 ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'មកវិញ']                                                        ","[{'action': 'move', 'params': {'distance': 4.85, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.85, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.7, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត 3.96 ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'មកកន្លែងដើមវិញ']                                             ","[{'action': 'move', 'params': {'distance': 3.96, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.96, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.92, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយ 3.34 ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'ត្រលប់មកកន្លែងដើមវិញ']                                             ","[{'action': 'move', 'params': {'distance': 3.34, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.34, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.68, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយទៀត 9.5 ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                                         ","[{'action': 'move', 'params': {'distance': 9.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 19.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត 6.44 ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយ', 'ត្រលប់មកកន្លែងដើមវិញ']                                       ","[{'action': 'move', 'params': {'distance': 6.44, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.44, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 12.88, 'is_forward': true, 'unit': 'meter'}}]"
